trip_id,date,mandi_id,destination_warehouse,transit_hours,distance_km,vehicle_no,driver_id
TRP001211,,MANDI047,WH-West,9.5,427.4,HR92BC2935,DRV592
TRP007451,,MANDI018,WH-East,7.5,410.5,PB40AB2444,DRV243
TRP009403,,MANDI-031,WH-East,23.5,1219.8,DL83CD6510,DRV159
TRP003838,,MANDI-037,WH-North,22.8,1238.7,DL34DF4645,DRV838
TRP003205,,M035,WH-West,,1086.7,,DRV250
TRP004872,,MANDI041,WH-West,14.2,790.297791222142,UP90CD5362,
TRP001189,,mandi_005,WH-East,10.9,487.0,RJ93DF9913,DRV138
TRP007885,,MANDI-016,WH-Central,5.4,276.4,HR35AB9621,
TRP005004,,M034,Export-Terminal,17.6,1050.9,HR12AB7484,DRV485
TRP000587,,MANDI023,WH-North,21.3,1085.5,PB99DF3287,DRV804
TRP001796,2026-08-01,mandi_017,WH-West,,212.2,PB23BC1410,DRV877
TRP002228,,MANDI030,Export-Terminal,16.5,956.4,RJ54DF9025,DRV323
TRP007742,,MANDI011,WH-East,15.7,819.1,UP64AB8888,DRV872
TRP002725,2026-06-22,mandi046,WH-North,9.6,526.0,PB73BC9321,DRV219
TRP001693,2026-05-17,MANDI001,WH-North,23.8,1311.8,DL61AB7736,DRV938
TRP009993,,049,WH-East,18.1,902.9,PB82BC4730,DRV775
TRP008929,,039,WH-Central,11.9,700.0,,DRV297
TRP008795,,MANDI056,WH-North,15.1,611.0,UP98CD2323,DRV156
TRP000024,,M026,WH-South,16.3,770.1,HR35AB5451,DRV615
TRP008389,,MANDI029,WH-East,2.5,113.1,HR86DF1326,DRV453
TRP004657,,MANDI037,WH-South,10.0,584.0,HR76CD6894,
TRP000790,,mandi_038,WH-North,,407.6,DL77BC8313,DRV524
TRP009101,,MANDI057,WH-Central,20.0,1082.6969740050781,UP16AB5989,DRV849
TRP007573,,M040,WH-West,14.7,678.3,UP42DF4935,DRV794
TRP006320,,M042,WH-East,7.1,328.1,HR69CD4934,
TRP009305,,MANDI003,WH-North,,104.9,UP25BC9550,DRV136
TRP008095,,mandi_007,WH-North,6.7,379.6,UP87AB8979,DRV733
TRP001512,2026-05-30,M053,WH-Central,22.6,1263.4,HR19DF4925,DRV314
TRP003239,,mandi020,WH-South,21.6,1134.2,PB60CD7848,DRV481
TRP002129,,MANDI-014,WH-North,22.3,1273.2,UP10CD1554,DRV388
TRP004852,2026-03-07,mandi_032,WH-North,6.6,390.298909166142,,DRV515
TRP006540,2026-01-01,MANDI-045,WH-North,9.3,392.9,PB41DF8835,DRV961
TRP006253,2026-01-30,mandi_034,WH-East,10.4,520.8,DL25BC8180,
TRP005523,,MANDI054,WH-Central,11.3,502.8,DL89AB3979,DRV367
TRP009031,2026-01-28,MANDI-024,WH-East,11.2,512.3,RJ28BC6993,DRV107
TRP000606,,MANDI029,WH-South,18.5,746.6,DL10DF3170,
TRP008328,,MANDI-009,Export-Terminal,20.0,1076.49699133321,DL85DF7834,DRV986
TRP009929,,mandi_032,WH-West,18.7,1001.1,HR21AB4249,DRV693
TRP000994,,MANDI044,WH-North,22.6,1342.2,HR33AB2347,DRV517
TRP004002,,M008,WH-West,2.2,112.8,UP91DF4890,DRV263
TRP003099,2026-06-10,mandi_009,WH-East,7.1,344.5,UP82BC6409,DRV573
TRP006179,,M024,WH-East,10.3,567.9,PB91AB2132,DRV201
TRP001509,,MANDI043,WH-East,12.0,705.4,,DRV314
TRP005455,2026-03-02,MANDI031,WH-East,20.2,1182.8,HR26AB3429,DRV622
TRP003711,,MANDI027,WH-Central,14.5,801.9,DL41AB4047,DRV214
TRP004901,,MANDI007,WH-West,16.1,884.4,HR95CD9256,DRV882
TRP003080,,MANDI-033,WH-West,13.5,641.6,,DRV172
TRP004538,2026-02-22,MANDI011,Export-Terminal,21.8,1209.4,,DRV169
TRP003853,,MANDI-012,WH-Central,,867.7,RJ38CD6357,
TRP003439,,mandi_003,WH-Central,13.2,633.7,,DRV227
TRP007895,,MANDI040,WH-South,9.6,419.5,,
TRP003155,,mandi005,WH-Central,6.3,323.3,UP22AB1201,DRV871
TRP007441,,mandi_019,Export-Terminal,22.9,1351.9,RJ82CD3953,DRV224
TRP008561,,M012,WH-South,,865.4,UP50DF6859,DRV370
TRP002555,2026-05-22,MANDI045,WH-West,10.8,460.1,DL20BC2009,DRV985
TRP004336,,mandi044,WH-North,5.7,329.5,RJ49DF2856,DRV372
TRP008989,2026-07-16,MANDI-048,WH-Central,11.3,665.49814002067,RJ74BC5786,
TRP001254,,MANDI041,WH-South,18.2,1013.2,,
TRP005235,,mandi_007,Export-Terminal,,899.597485743944,,DRV783
TRP009276,,MANDI032,WH-Central,,898.9,UP47DF7226,DRV386
TRP000361,,MANDI042,WH-West,2.7,125.0,UP39BC6547,DRV185
TRP002535,,MANDI005,WH-North,,709.8,RJ74BC4950,DRV740
TRP004310,,M011,WH-East,23.6,1240.0,UP41CD4144,DRV103
TRP008108,,MANDI002,Export-Terminal,20.1,897.9,HR42AB5732,DRV428
TRP007606,,MANDI051,WH-Central,,868.8,UP75AB1831,DRV902
TRP009389,,MANDI024,WH-Central,13.3,647.6,RJ60DF8275,DRV997
TRP005607,2026-06-03,MANDI022,WH-North,3.2,182.7,PB75BC5226,DRV634
TRP008738,2026-09-06,MANDI-056,WH-West,14.3,639.9,PB41DF2564,
TRP005724,,MANDI025,WH-Central,22.0,1182.8,DL13BC6570,DRV962
TRP004437,,MANDI026,WH-Central,15.1,676.9,DL51DF6509,DRV175
TRP000268,,mandi037,WH-Central,8.3,394.5,,
TRP005065,,mandi_046,WH-Central,15.3,717.0,RJ45AB8006,
TRP001865,2026-03-23,MANDI050,WH-West,23.5,1280.7,HR54DF1657,
TRP009608,2026-02-21,MANDI001,Export-Terminal,8.5,368.7,HR12DF1924,DRV124
TRP007699,,MANDI007,WH-South,,600.1,PB30AB5818,DRV849
TRP003146,,MANDI036,WH-East,17.1,720.1,UP74CD9506,DRV272
TRP003026,,MANDI005,WH-West,7.3,294.9,HR19AB5568,DRV722
TRP000739,,mandi_009,Export-Terminal,8.6,476.5,HR99DF3808,DRV711
TRP009058,,MANDI038,WH-North,19.9,1185.7,PB27CD1976,DRV101
TRP000966,,M054,WH-South,21.1,1031.0,,DRV332
TRP000253,,MANDI021,WH-South,,1091.8,,DRV253
TRP004098,,MANDI003,WH-North,15.0,601.1,HR49BC5042,DRV741
TRP008087,,mandi_019,WH-Central,,147.899586640206,HR81BC8600,DRV510
TRP000051,,MANDI003,Export-Terminal,4.3,251.8,,DRV136
TRP005899,,MANDI049,WH-West,18.0,963.0,PB37BC1109,
TRP002909,,mandi_048,Export-Terminal,,360.1,DL11DF2251,DRV360
TRP009256,,MANDI039,WH-Central,,856.5,DL84DF2700,DRV577
TRP000873,,M040,WH-Central,4.6,252.99929290042,HR37DF7661,DRV645
TRP006427,2026-07-15,mandi044,WH-South,3.5,150.9,UP96DF2527,DRV974
TRP008278,,mandi034,Export-Terminal,7.8,393.3,UP89DF7893,DRV653
TRP008297,,mandi_014,WH-West,14.8,831.7,UP68BC6756,DRV190
TRP003534,,MANDI037,WH-Central,,416.2,,
TRP009792,,MANDI048,WH-South,8.0,472.7,UP98AB6579,DRV117
TRP008188,,MANDI-051,WH-West,16.5,930.6,DL73AB6909,DRV575
TRP009740,,M037,Export-Terminal,,645.198196756328,RJ68AB5388,DRV106
TRP000249,,MANDI021,WH-East,19.1,834.0,RJ44DF1370,
TRP003007,2026-02-28,MANDI017,WH-North,12.2,714.0,,
TRP007002,,MANDI-019,Export-Terminal,15.0,745.0,DL94BC2610,DRV236
TRP005615,,mandi012,WH-South,15.7,849.5,,DRV855
TRP002485,,MANDI005,WH-West,,619.0,,DRV703
TRP006126,2026-03-27,MANDI-044,WH-East,,551.3,PB93CD3180,DRV404
TRP000972,,MANDI015,Export-Terminal,13.9,727.1,UP63CD9059,DRV850
TRP002681,,mandi056,WH-East,3.5,205.1,HR92AB6152,DRV523
TRP003167,,MANDI002,WH-West,12.4,599.8,PB55CD5117,DRV857
TRP006316,,MANDI041,Export-Terminal,11.7,468.3,UP62BC9112,
TRP002408,,MANDI014,WH-North,,222.6,,DRV830
TRP002453,,mandi041,WH-West,14.5,768.5,RJ64BC7599,DRV878
TRP006309,2026-07-20,MANDI002,WH-East,,356.3,PB27AB5548,DRV794
TRP008851,,MANDI-051,WH-South,8.0,367.1,HR38AB4312,DRV948
TRP003913,2026-04-04,MANDI040,WH-North,19.2,1006.7,HR66BC3317,DRV350
TRP000448,,mandi_056,Export-Terminal,9.9,533.1,DL92BC2680,
TRP003458,,mandi044,Export-Terminal,22.8,1167.696736441978,,DRV200
TRP008775,,mandi_030,WH-East,14.7,869.897568751286,PB81CD4573,DRV439
TRP009166,,MANDI020,WH-Central,23.6,994.2,RJ59CD7974,DRV929
TRP008029,,MANDI-035,WH-Central,13.5,631.2982356048819,DL72BC7799,DRV948
TRP005609,2026-04-29,M037,WH-North,23.8,1297.2,DL32DF1927,DRV798
TRP005862,,MANDI-052,WH-East,5.5,293.2,HR90CD9189,DRV191
TRP003574,,051,WH-Central,8.8,358.09899916063404,PB77BC9637,DRV455
TRP004886,,MANDI005,Export-Terminal,4.8,261.3,UP96DF3082,DRV175
TRP000462,,MANDI-037,WH-East,,1088.3,RJ43DF4771,DRV261
TRP008604,,MANDI038,WH-North,17.7,774.7,PB57BC1878,DRV436
TRP003617,,MANDI-029,WH-Central,16.8,694.5,HR43AB5188,DRV182
TRP004490,,MANDI048,Export-Terminal,4.9,196.0,DL27BC9892,
TRP005475,2026-03-23,MANDI028,WH-East,10.3,486.4,PB98DF1442,DRV581
TRP005938,,MANDI-044,WH-East,9.5,499.7,DL25DF2367,DRV453
TRP001176,2026-08-09,mandi034,WH-West,12.1,658.1,,DRV986
TRP000377,,MANDI023,WH-West,10.6,484.8,PB14BC3041,DRV533
TRP000411,,MANDI035,WH-East,11.1,658.4,RJ16CD7271,DRV363
TRP007111,,035,WH-East,15.2,707.2,PB75DF1401,DRV600
TRP003743,,031,WH-West,2.5,148.299585522262,PB88BC8914,DRV139
TRP009264,,mandi_007,WH-Central,2.3,94.4,PB49CD6615,DRV380
TRP001689,,MANDI023,WH-West,8.3,355.9,HR40AB4733,DRV443
TRP009945,,mandi037,Export-Terminal,14.8,677.2,PB33DF2424,DRV626
TRP007637,,052,WH-South,14.4,624.698254050958,RJ90CD3858,DRV960
TRP007239,,MANDI037,WH-East,16.6,842.9,,DRV516
TRP002158,,MANDI033,Export-Terminal,14.7,847.897630238206,UP45CD1358,DRV769
TRP002289,,MANDI053,WH-North,9.6,435.7,UP46BC4252,DRV350
TRP003123,,MANDI036,WH-East,17.1,806.7,UP54CD4789,DRV288
TRP003449,,mandi_036,WH-North,13.0,535.7,PB76AB4112,DRV347
TRP008803,,MANDI019,WH-East,10.3,565.0,PB86CD3282,DRV740
TRP000275,,MANDI001,WH-South,20.8,1033.1,UP39BC4036,DRV243
TRP008306,,MANDI-014,WH-West,14.7,776.0,DL51AB2351,DRV359
TRP002013,,mandi_003,WH-West,16.2,667.1,RJ94BC4187,DRV692
TRP009181,,M042,Export-Terminal,7.3,344.7,HR98BC6408,DRV969
TRP009909,,MANDI007,WH-East,9.2,482.0,,DRV156
TRP005800,,MANDI046,WH-West,15.7,787.9977976503201,PB90DF4027,DRV163
TRP002508,,mandi_012,WH-East,16.3,657.4,DL40DF5978,DRV504
TRP004274,,mandi_001,WH-South,21.5,932.8973926751061,DL70BC4675,DRV490
TRP008518,,mandi_022,WH-Central,23.5,1171.5,HR55BC3794,
TRP006068,,MANDI001,WH-West,21.0,942.0,HR75BC7763,DRV427
TRP005863,,MANDI026,WH-West,,1021.99714365308,PB38CD7669,DRV398
TRP001579,,MANDI015,WH-East,21.3,975.3,PB21AB6242,
TRP005525,,MANDI020,WH-East,13.0,684.6,,DRV742
TRP005378,,mandi_057,WH-Central,3.4,139.5,HR81CD6239,DRV326
TRP002488,,019,WH-Central,12.4,631.3,,DRV383
TRP000468,,MANDI021,WH-West,22.6,906.9,DL41AB9900,DRV170
TRP004247,,MANDI019,WH-North,16.0,817.2,PB66CD7513,DRV414
TRP003946,,MANDI030,WH-West,3.9,231.3,,DRV498
TRP005804,,mandi036,WH-North,5.2,293.6,HR50CD3957,
TRP003603,,012,WH-North,,507.7,RJ78AB8566,DRV555
TRP001834,,MANDI032,WH-East,9.5,429.5987993281441,HR71DF9652,DRV615
TRP003929,,M035,WH-West,,931.3,,DRV890
TRP000514,,mandi003,Export-Terminal,11.2,488.2,HR22BC7525,DRV775
TRP009904,,M001,WH-East,20.3,1150.2,DL75AB3611,DRV138
TRP007792,,mandi_004,WH-South,3.1,177.0,UP42CD5419,DRV197
TRP005398,,MANDI025,WH-South,3.9,189.5,HR66CD4817,
TRP009535,,057,Export-Terminal,14.7,716.8,HR38AB2630,DRV500
TRP000922,,M041,WH-South,3.7,211.2,PB71DF9688,DRV109
TRP007872,,M057,Export-Terminal,9.1,480.598656790284,DL94CD7214,DRV575
TRP006837,,MANDI053,WH-East,2.4,124.3,PB55AB9063,
TRP005839,,MANDI-055,WH-East,11.5,543.6,UP46BC1035,DRV624
TRP009683,,MANDI050,Export-Terminal,10.0,577.9,PB13DF4438,DRV923
TRP000475,,MANDI025,WH-West,15.6,805.3,DL20BC6804,DRV805
TRP004302,,M026,WH-North,3.1,138.0,,DRV218
TRP002037,,mandi055,Export-Terminal,,698.3,DL72BC4336,DRV513
TRP005200,2026-03-09,M027,WH-West,9.1,544.9984768013001,,DRV880
TRP004246,,MANDI023,WH-North,13.2,587.2,UP83CD5334,DRV517
TRP004533,2026-09-06,MANDI013,WH-East,20.5,972.6,DL63AB3122,DRV453
TRP009530,,MANDI027,WH-East,5.5,233.7,DL74AB4879,DRV876
TRP000093,,MANDI-017,WH-South,7.8,341.5,DL11CD5128,DRV289
TRP008273,,mandi003,WH-Central,,994.9972191142999,PB14CD9592,DRV873
TRP000481,,MANDI-030,Export-Terminal,9.5,467.7,RJ72BC9940,DRV342
TRP002302,,mandi_029,WH-East,19.8,892.1,PB91DF1386,DRV770
TRP004672,,MANDI004,WH-North,13.2,643.9,RJ39CD6850,DRV798
TRP009383,,MANDI-048,WH-West,2.9,155.4,UP59DF6072,
TRP006562,,mandi024,WH-Central,,226.99936556678,RJ84CD1609,DRV915
TRP004421,,M011,Export-Terminal,17.2,733.5,DL31AB8468,DRV870
TRP005051,2026-01-02,MANDI023,WH-North,18.9,986.6,DL46CD4805,DRV547
TRP006521,,MANDI041,WH-South,11.3,502.3,PB16AB1613,
TRP003718,2026-07-14,MANDI051,WH-South,22.5,1322.0,UP71AB7186,DRV762
TRP003129,2026-01-15,MANDI-042,WH-West,,588.4,DL22AB3545,DRV404
TRP004090,,MANDI036,WH-East,2.8,148.4,UP58BC2600,DRV793
TRP007457,2026-01-20,002,WH-North,21.6,1189.0966766319739,HR92BC2804,DRV972
TRP004814,,MANDI034,WH-South,13.5,749.8,DL12BC5372,DRV795
TRP004986,2026-08-27,mandi021,Export-Terminal,20.7,1045.7970771354119,RJ40AB7293,DRV303
TRP007293,,036,WH-South,2.4,118.1,PB74CD8797,DRV835
TRP008110,2026-03-26,MANDI055,Export-Terminal,17.8,1018.197154273548,PB11AB2036,DRV481
TRP004194,,MANDI034,WH-Central,6.5,299.0,PB65CD3353,DRV473
TRP004695,,mandi_054,WH-East,2.4,121.6,DL49AB7297,DRV845
TRP002321,2026-02-20,MANDI043,WH-North,17.9,805.097749858214,RJ42BC3504,
TRP003313,,003,WH-North,22.2,1207.2966257655219,,DRV403
TRP004487,,MANDI027,WH-West,9.8,402.0,,
TRP000715,,MANDI028,WH-South,16.3,712.1,RJ28CD3319,DRV329
TRP003280,2026-03-04,mandi_023,WH-South,3.8,217.7,HR84DF1530,DRV276
TRP008360,,MANDI043,WH-South,17.0,1007.1,UP18DF7840,
TRP004166,,046,WH-South,4.8,210.8,PB71CD8921,
TRP009081,,M012,WH-East,4.7,244.4,UP41AB2834,
TRP007656,,mandi_039,WH-North,20.3,833.6976699252181,,
TRP005698,,MANDI009,WH-East,15.4,641.7,UP92AB4102,DRV481
TRP002272,,MANDI008,WH-East,10.5,617.3,HR28BC9807,DRV198
TRP005198,,MANDI040,WH-Central,11.2,491.2,HR13AB3420,DRV312
TRP008687,2026-06-20,MANDI-007,WH-West,7.4,298.4,UP17BC1667,DRV700
TRP001021,,mandi_036,WH-Central,11.9,673.5,DL37DF5648,DRV841
TRP000706,,MANDI055,WH-Central,21.3,1146.2,PB36CD8134,DRV570
TRP007317,,mandi_041,WH-Central,4.2,235.1,RJ71DF8544,DRV255
TRP006086,2026-01-02,MANDI-022,WH-West,21.4,1177.9,PB24DF8426,DRV235
TRP008799,2026-07-08,MANDI022,WH-North,13.5,590.6,,DRV242
TRP007192,,MANDI050,WH-East,19.5,1037.4,PB93CD9320,DRV306
TRP004845,2026-05-23,MANDI009,WH-North,4.6,215.6,,
TRP008421,,MANDI016,WH-South,18.6,933.0,PB99AB2438,DRV884
TRP000909,2026-03-21,MANDI-011,WH-Central,,278.0,,DRV621
TRP005732,,MANDI039,WH-South,,938.3,HR36CD5236,
TRP003039,2026-03-16,M032,WH-Central,5.4,232.99934879761997,UP74AB5828,DRV766
TRP001517,,M053,WH-Central,14.3,814.797722748072,PB80BC2087,DRV162
TRP006917,2026-01-04,MANDI021,Export-Terminal,15.4,877.9,PB72BC3295,
TRP008286,,mandi028,WH-Central,12.9,576.99838736578,RJ15CD4249,DRV530
TRP004396,2026-06-01,MANDI041,WH-South,14.7,825.6,RJ19CD6938,DRV525
TRP003056,,MANDI-044,WH-South,10.6,518.6,DL34CD4626,DRV809
TRP003542,,041,WH-South,9.1,449.5,HR94DF5513,DRV436
TRP000595,,MANDI-005,Export-Terminal,15.4,704.6,,DRV296
TRP007108,,MANDI056,WH-Central,,646.598192843524,PB74AB6839,DRV683
TRP000441,,MANDI048,Export-Terminal,,855.7,PB59BC7254,DRV677
TRP006066,,MANDI-030,WH-South,20.4,1064.3,,DRV584
TRP002772,2026-07-28,MANDI013,WH-North,13.5,729.3,PB79BC6012,DRV598
TRP005083,,MANDI054,WH-Central,21.9,1032.8971131891062,PB95AB1405,DRV790
TRP005299,,M044,WH-West,6.5,339.899050027086,UP87CD3509,DRV908
TRP005146,,mandi_013,WH-North,19.4,959.0,HR10DF7209,
TRP000011,,MANDI-049,WH-South,15.3,915.7,HR98AB4542,DRV962
TRP009732,,MANDI037,Export-Terminal,17.3,843.4,DL30AB6906,DRV389
TRP006254,,MANDI051,WH-East,10.2,558.4,UP88AB2148,DRV455
TRP001852,2026-05-29,mandi009,WH-West,19.3,1119.7,RJ70DF8306,DRV653
TRP006856,,MANDI036,WH-Central,8.0,465.79869815421205,RJ92BC2922,DRV646
TRP000094,,MANDI013,WH-East,8.1,331.4,UP98AB7313,DRV923
TRP003028,,MANDI043,WH-North,22.6,986.3,,DRV174
TRP005206,2026-07-26,mandi_023,WH-South,4.5,199.799441586972,HR51CD1703,DRV701
TRP007507,,MANDI050,WH-South,9.1,416.7,HR39AB7728,DRV876
TRP004834,,mandi031,WH-Central,4.7,274.3,HR89AB5726,DRV920
TRP007584,,mandi_015,WH-Central,14.2,748.2,RJ49CD2568,DRV501
TRP009207,,MANDI029,WH-South,17.0,716.597997203324,PB20DF1192,DRV398
TRP002949,,MANDI028,WH-Central,2.9,148.3,DL29DF1180,DRV960
TRP000293,,MANDI057,WH-East,,779.49782140663,PB63BC5106,DRV385
TRP000789,,MANDI037,WH-West,6.3,351.4,DL72BC4571,DRV972
TRP006160,,MANDI-056,WH-South,17.6,818.5,UP70BC4915,DRV678
TRP003679,,MANDI025,WH-Central,12.3,537.1,,DRV860
TRP008104,,mandi_023,WH-West,4.1,189.9,PB58CD8616,DRV173
TRP006128,,MANDI008,WH-West,,426.69880743323796,RJ93AB2056,DRV392
TRP005101,,MANDI013,WH-East,22.1,935.0,,DRV954
TRP004914,,mandi_013,WH-North,13.7,676.6,DL62BC1581,
TRP006688,,MANDI055,WH-North,22.9,1107.7,PB79BC1835,DRV909
TRP004801,2026-03-18,M026,WH-East,18.4,1024.1,DL72BC8109,DRV817
TRP001319,,MANDI017,WH-Central,16.1,754.2,UP73DF5025,DRV807
TRP004163,,MANDI018,WH-East,18.3,1069.9,UP11DF7512,DRV877
TRP009186,,mandi021,WH-East,,195.4,DL16BC4733,DRV134
TRP004950,,mandi056,WH-East,9.3,493.3,UP90AB5721,DRV432
TRP005191,,MANDI012,Export-Terminal,3.1,155.899564281326,PB52AB1978,DRV914
TRP002392,,M026,WH-North,13.7,589.6,,DRV982
TRP008944,,MANDI019,WH-Central,19.0,805.0,RJ45BC6984,DRV903
TRP004961,2026-05-27,mandi042,WH-West,20.0,915.5,PB53AB8862,DRV667
TRP009864,,mandi016,WH-East,9.4,384.6,HR39DF4307,DRV353
TRP008690,,MANDI-043,WH-East,21.4,1213.4,DL95CD1843,
TRP006467,,mandi_043,WH-East,7.0,337.4,PB90DF5608,
TRP008563,,035,WH-North,4.5,209.8,RJ71DF4996,DRV454
TRP009023,,MANDI038,WH-South,9.8,477.5,PB86DF9649,DRV453
TRP002565,,MANDI-039,WH-South,11.9,669.7,,DRV635
TRP003442,,MANDI003,WH-Central,20.0,1072.8,HR60AB4691,DRV155
TRP008407,,MANDI030,WH-Central,18.9,974.3,,DRV522
TRP009701,2026-04-14,MANDI011,Export-Terminal,,378.8,DL46AB3822,DRV888
TRP009376,,MANDI034,WH-North,7.4,397.2,UP98CD9430,DRV773
TRP003708,2026-04-30,MANDI010,WH-West,3.9,179.49949832263002,UP43DF5183,DRV350
TRP005520,,mandi041,Export-Terminal,9.8,429.4,,
TRP004276,,mandi_052,WH-Central,,710.2,,DRV600
TRP007260,,MANDI028,WH-South,5.9,255.29928647224204,DL89AB2908,DRV472
TRP009355,,M020,WH-North,17.9,1011.6,UP74BC5018,DRV713
TRP006518,2026-02-14,MANDI-028,WH-North,5.5,308.2,RJ51BC9841,DRV793
TRP001808,,MANDI026,WH-West,19.2,780.4,DL73DF7612,DRV497
TRP006827,,MANDI045,WH-West,11.9,704.2,UP17DF7788,DRV768
TRP006228,,MANDI038,WH-East,3.5,180.1,RJ55BC6435,DRV149
TRP000838,,MANDI054,WH-East,,422.6,DL48CD4602,DRV796
TRP006154,,mandi_026,WH-South,23.7,1387.2,RJ66BC1109,DRV231
TRP002253,,mandi_028,WH-Central,6.1,280.09921715971404,PB97DF5641,DRV815
TRP000228,2026-01-29,mandi_045,Export-Terminal,19.0,1068.9,HR10AB5198,DRV150
TRP008088,,mandi020,Export-Terminal,20.2,1037.9,UP55CD9261,DRV194
TRP009390,,MANDI-021,WH-North,13.0,642.4,DL57DF5190,DRV746
TRP008598,,MANDI026,WH-West,9.1,378.3,DL83CD9064,DRV140
TRP005115,,M055,WH-West,17.6,920.4,,DRV426
TRP006104,,M003,WH-South,,928.9,UP84DF3545,DRV205
TRP005317,,MANDI-032,Export-Terminal,7.7,460.0,PB82AB4437,DRV963
TRP004072,,MANDI-023,WH-Central,16.0,715.4,DL17AB8338,DRV943
TRP004763,2026-08-22,024,WH-North,11.2,649.5981844589439,PB63BC1822,DRV294
TRP005364,,MANDI044,Export-Terminal,13.8,648.1,RJ16BC7077,DRV925
TRP005480,,MANDI-026,Export-Terminal,,800.3,RJ11AB9921,DRV611
TRP000158,,MANDI050,WH-South,12.8,667.2,PB30DF6042,DRV583
TRP005864,,MANDI057,WH-West,17.0,746.3,UP26BC3677,DRV985
TRP007081,,MANDI005,WH-North,11.1,571.598402458024,PB66BC8405,
TRP009148,,mandi_010,WH-East,4.0,225.9,,DRV352
TRP009342,2026-01-18,MANDI-041,WH-Central,2.8,143.7,DL61AB7201,DRV227
TRP001442,2026-06-06,mandi001,WH-South,,618.1982722175479,DL23CD9787,DRV236
TRP004610,,MANDI005,WH-West,13.4,623.9,UP98AB7955,
TRP008852,2026-08-21,MANDI043,WH-Central,22.2,1148.7,,DRV905
TRP000701,2026-03-02,MANDI027,WH-West,7.7,443.5,HR17DF4203,DRV557
TRP004293,,mandi_005,WH-West,8.8,357.0,UP56CD6685,DRV349
TRP001741,,mandi005,Export-Terminal,2.8,149.8,,DRV962
TRP008283,,MANDI-001,WH-West,4.5,241.599324761824,UP78DF5237,DRV151
TRP004225,,mandi_053,WH-North,21.2,999.49720653743,RJ52BC4670,DRV107
TRP008677,,mandi025,WH-North,16.3,669.8,RJ96CD2506,DRV818
TRP006351,2026-02-22,MANDI011,WH-North,,234.3,,
TRP004550,,MANDI034,WH-North,4.0,184.2,RJ57DF3398,DRV648
TRP004234,,MANDI038,WH-North,9.4,494.6,DL30DF8598,DRV324
TRP004255,,M032,Export-Terminal,15.0,733.2,PB59DF1313,DRV823
TRP007827,2026-06-24,MANDI054,WH-East,13.3,763.3,HR27AB8877,DRV903
TRP004053,,mandi_005,WH-North,3.1,161.1,RJ89AB7100,DRV589
TRP009236,,mandi_027,Export-Terminal,17.9,1044.8,DL73DF8662,DRV484
TRP003533,,mandi_004,WH-South,,245.0,UP93CD5040,DRV918
TRP003438,,MANDI-022,WH-South,7.9,466.298696756782,RJ79BC5074,
TRP006934,,027,WH-East,9.1,366.3,RJ22BC6498,
TRP004231,2026-03-28,mandi007,WH-West,16.9,832.2,DL52DF7193,DRV480
TRP008859,2026-03-12,mandi_010,WH-South,23.2,1057.797043597092,PB12AB6054,DRV425
TRP008305,,MANDI-042,WH-North,5.0,275.6,RJ45AB5591,DRV302
TRP009586,,MANDI042,WH-East,23.2,994.0,RJ17DF7976,DRV191
TRP006148,,MANDI014,Export-Terminal,16.8,1002.8,DL55BC8778,DRV431
TRP004191,,MANDI042,WH-West,20.3,837.1,,DRV934
TRP001403,2026-05-24,M053,WH-Central,2.3,119.4,HR38AB8168,
TRP001544,2026-06-10,MANDI-050,WH-East,23.0,1024.1971375043881,DL22DF9982,DRV653
TRP009604,2026-02-21,MANDI-022,WH-South,4.7,234.9,UP86AB7602,DRV522
TRP003791,,mandi034,WH-South,17.0,824.9,,DRV823
TRP002738,2026-04-17,mandi_044,WH-North,23.1,1290.8,,
TRP001781,2026-09-08,MANDI011,Export-Terminal,5.7,236.2,RJ79AB3797,DRV865
TRP007790,,mandi_018,WH-East,,503.2,DL40DF1612,DRV688
TRP008048,2026-08-21,M007,WH-North,3.4,170.1,UP91BC8710,DRV536
TRP003482,,MANDI012,WH-North,22.9,1098.8,DL92DF2702,DRV550
TRP007071,2026-04-28,MANDI031,WH-East,10.6,476.1,PB22CD1068,
TRP003112,,MANDI021,WH-West,2.9,141.9,UP88BC1802,DRV407
TRP008120,2026-05-15,mandi_041,WH-North,22.8,1179.6,DL32CD7292,DRV498
TRP000604,,MANDI004,WH-South,12.9,561.5,RJ58DF8595,DRV975
TRP002336,,mandi_052,Export-Terminal,23.8,1158.2,,DRV245
TRP004278,2026-07-27,MANDI045,WH-South,5.5,262.19926718770796,DL73DF5262,DRV392
TRP007162,,MANDI025,Export-Terminal,18.1,949.2,PB42AB9571,DRV689
TRP000394,,MANDI049,WH-West,20.8,845.4,,DRV376
TRP006498,,MANDI052,WH-West,18.5,1038.3,HR80CD2931,DRV395
TRP009327,,MANDI014,WH-East,22.4,1095.2,UP90BC8364,DRV174
TRP003536,,MANDI033,WH-North,20.7,1084.4,DL89AB4887,DRV156
TRP008480,,mandi_001,WH-East,20.3,1109.196899941288,DL19AB4058,DRV196
TRP000096,,MANDI053,WH-South,10.2,420.7,UP40AB8577,DRV290
TRP007454,2026-08-31,032,WH-West,22.3,1180.4,RJ52BC4637,
TRP006033,,mandi_048,Export-Terminal,5.6,259.9,HR44AB5425,
TRP003874,,M057,WH-North,7.3,387.6,,DRV354
