record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp
PR010327,04-Feb-2026,046,Kurukshetra,Narma,6222.01,6867.85,"₹6,544.93","6,620.00/-"
PR004228,03/06/2026,MANDI035,Kurukshetra,सरसों,"₹4,898.41","Rs. 5,514","5,206.18/-","Rs. 5,650"
PR010098,18-Apr-2026,032,,sugarcane,,3565.45,"3,291.67/-",3500
PR006389,2026/05/29,,Hisar,Makki,"₹1,993.58",2463.27,2228.42,"Rs. 2,090"
PR004225,05-04-2026,mandi_040,Ferozepur,चावल,"₹2,032.09","₹2,339.81","₹2,185.95","INR 2,183"
PR008543,2026-03-29,MANDI052,,Sugarcane,"INR 3,548",4094.28,3821.1706496940224,"₹3,500.00"
PR010411,29.03.2026,,Moga,Maize,"₹1,845.17","₹2,117.42",1981.29,"₹2,090.00"
PR002438,02/07/2026,MANDI003,Moga,Kapas,6196.334503367478,"INR 7,009","Rs. 6,603","₹6,620.00"
PR010787,18/01/2026,MANDI015,Sirsa,सरसों,"INR 5,493",,"Rs. 5,801",
PR009873,2026-04-15,mandi047,Amritsar,wheat,"INR 2,294","INR 2,491",2392.7336664829472,2275
PR000649,02-15-2026,MANDI003,Karnal,Sarso,"INR 5,527",6068.91,5797.77,"₹5,650.00"
PR010569,12/01/2026,M007,Patiala,कपास,"₹6,386.11","Rs. 7,273",6829.404753384242,"6,620.00/-"
PR009711,05-20-2026,MANDI-029,Kurukshetra,Corn,2049.38,"₹2,467.94","₹2,258.66","INR 2,090"
PR006976,10/03/2026,MANDI053,,गेहूं,"INR 2,346","₹2,803.73",2574.791747759472,"Rs. 2,275"
PR000727,04-Jul-2026,MANDI042,Sirsa,Kanak,1984.54,"2,270.18/-",2127.36,"Rs. 2,275"
PR003917,26.04.2026,MANDI048,Sirsa,paddy,"₹2,183.67",2364.59,"INR 2,274","₹2,183.00"
PR000102,07.02.2026,051,Karnal,चावल,"Rs. 1,990",2176.492946433279,2083.12,
PR007516,19/02/2026,MANDI055,Hisar,paddy,"INR 1,891","Rs. 2,066","1,978.28/-","INR 2,183"
PR004941,11-Apr-2026,mandi014,Patiala,Mustard,5679.02,"INR 6,438","Rs. 6,058",5650
PR006876,2026-06-03,M057,Patiala,Paddy,"₹2,259.26",2487.947126359863,"INR 2,374",2183
PR010893,2026-06-08,052,Karnal,गेहूं,"₹2,095.36",2507.8,2301.58,"₹2,275.00"
PR008296,04-04-2026,mandi025,Patiala,Mustard,"INR 5,240","₹5,543.02","₹5,391.31",5650
PR000726,2026/07/07,,Ferozepur,Sugarcane,"INR 3,201",3642.24,3421.5310600030343,3500
PR000064,02-23-2026,MANDI041,Ferozepur,paddy,"Rs. 1,912","INR 2,089","INR 2,000",
PR008597,31.08.2026,MANDI007,Ferozepur,Mustard,"Rs. 5,033",5480.12,5256.78,"INR 5,650"
PR006986,2026/08/11,,Fatehabad,Paddy,"1,870.07/-",2114.28,1992.17,"₹2,183.00"
PR008672,06-19-2026,MANDI019,Hisar,Cotton,6903.4,,7168.88,6620
PR007991,05/07/2026,MANDI053,Fatehabad,मक्का,,"INR 2,012","INR 1,920","₹2,090.00"
PR006155,2026/07/13,mandi008,Moga,Cotton,6154.326030840997,"INR 7,177","₹6,665.52","INR 6,620"
PR000017,26/07/2026,MANDI033,Ambala,Ganne,"INR 3,633","INR 4,142","INR 3,888","Rs. 3,500"
PR003109,01-Jul-2026,mandi_023,Fatehabad,Kapas,5708.88,,"Rs. 6,014",
PR008245,2026/08/16,,Sirsa,सरसों,5867.28,"INR 6,533","INR 6,200","Rs. 5,650"
PR011379,2026-07-30,mandi_014,,Wheat,1959.9956338892823,"₹2,077.85",,"₹2,275.00"
PR000133,31.05.2026,mandi_017,Bathinda,कपास,6834.39,7432.45,"₹7,133.42","₹6,620.00"
PR007929,2026-03-05,MANDI045,Ludhiana,सरसों,4893.72,"Rs. 5,933","₹5,413.59",
PR004159,25/01/2026,MANDI045,Amritsar,Mustard,4823.66,5339.73,"₹5,081.69","INR 5,650"
PR007637,07-28-2026,M026,Jalandhar,WHEAT,"Rs. 2,075",2367.64,2221.07,"₹2,275.00"
PR009040,13-Apr-2026,MANDI053,Hisar,WHEAT,"₹1,960.44",2254.19,"₹2,107.32",
PR000374,23-Feb-2026,MANDI019,,मक्का,"INR 2,168","2,601.72/-","₹2,384.69",2090
PR011286,11.01.2026,MANDI-024,Amritsar,GEHUN,"₹1,956.10",2226.16,"₹2,091.13",2275
PR003734,2026/05/28,MANDI018,,Ganna,3373.520676607421,"INR 3,634",3503.93,"INR 3,500"
PR010867,05-27-2026,025,Ferozepur,mustard,"4,941.96/-","₹5,438.34",5190.147248937994,"INR 5,650"
PR011965,2026/05/08,mandi_014,Bathinda,धान,"INR 2,160","Rs. 2,507","₹2,333.64",
PR004771,21.04.2026,055,Bathinda,WHEAT,"Rs. 1,972",2430.45,"₹2,201.43",2275
PR001226,2026-04-14,MANDI045,Sirsa,Cotton,"₹5,728.09","INR 6,697","₹6,212.62","₹6,620.00"
PR003833,31-Aug-2026,MANDI-042,Bathinda,Ganna,2995.52,"INR 3,633","INR 3,314","Rs. 3,500"
PR011183,18-Mar-2026,MANDI-046,Jalandhar,सरसों,"₹5,441.31","Rs. 6,063","5,752.26/-","Rs. 5,650"
PR000459,24.01.2026,,Jalandhar,मक्का,1898.81,"INR 2,159","Rs. 2,029","INR 2,090"
PR008718,2026/07/12,M032,Hisar,cotton,"INR 6,745","Rs. 8,137",,
PR007770,14-Apr-2026,MANDI048,Ambala,corn,2107.86,"₹2,331.65","2,219.75/-",
PR001138,14/05/2026,012,Sirsa,Corn,"₹1,924.15","₹2,044.34","Rs. 1,984","₹2,090.00"
PR003594,2026-06-13,MANDI013,Bathinda,Kanak,2054.38,"Rs. 2,307","2,180.48/-",2275
PR001349,04-28-2026,MANDI-046,Amritsar,Mustard,"Rs. 5,702","Rs. 6,271","5,986.26/-","INR 5,650"
PR011936,04/02/2026,MANDI-041,Amritsar,मक्का,"Rs. 1,880",2033.1978350865704,"Rs. 1,957","₹2,090.00"
PR008427,2026-03-24,MANDI026,Amritsar,Maize,"2,040.52/-",2311.08,"INR 2,176","₹2,090.00"
PR009248,2026/08/21,MANDI018,Bathinda,Mustard,"₹5,494.06","₹6,632.20",,
PR009968,19-Aug-2026,MANDI024,Ferozepur,Cotton,"₹6,462.26","6,798.39/-",6630.32,6620
PR009990,29-May-2026,mandi_035,Ludhiana,Sarso,5445.93,"INR 6,653","Rs. 6,049","₹5,650.00"
PR007367,27.04.2026,MANDI-049,Jalandhar,Cotton,"6,422.37/-","INR 7,443","₹6,932.71","Rs. 6,620"
PR007416,01-Jan-2026,MANDI049,Fatehabad,Paddy,2204.08,"INR 2,401","2,302.39/-",
PR000537,01-17-2026,,Karnal,कपास,6468.37,"INR 7,972","Rs. 7,220","₹6,620.00"
PR008100,08-04-2026,mandi_007,Moga,mustard,"₹4,820.21",6017.736617432371,"INR 5,419","₹5,650.00"
PR003899,09/09/2026,MANDI038,Ludhiana,Kapas,"Rs. 5,852","INR 6,768",6310.44,
PR007711,19-May-2026,MANDI026,,WHEAT,"2,088.55/-","₹2,333.64",2211.09,
PR000228,12.05.2026,,Ludhiana,Ganne,"3,573.98/-",,,"Rs. 3,500"
PR010305,26/07/2026,MANDI-012,Hisar,Mustard,"₹5,465.09","₹6,260.47",,"Rs. 5,650"
PR009003,2026-06-10,MANDI-042,Patiala,गेहूं,"INR 2,234","Rs. 2,621","INR 2,428","₹2,275.00"
PR011139,07-09-2026,M029,Kurukshetra,Sugarcane,3562.16,"INR 4,103","INR 3,833",3500
PR001855,02/09/2026,mandi_003,,Maize,"INR 1,782","Rs. 1,971",,
PR001868,08-Jan-2026,mandi027,Ludhiana,Ganna,"Rs. 3,103","₹3,621.81","INR 3,362","3,500.00/-"
PR005202,02-17-2026,mandi_031,,सरसों,"₹5,035.17","Rs. 6,039","INR 5,537","INR 5,650"
PR000781,2026/06/04,009,Hisar,Ganne,3278.86,"Rs. 3,467","₹3,372.90","3,500.00/-"
PR007560,2026-05-09,MANDI021,,गन्ना,"3,292.81/-",3886.9341307176123,"INR 3,590","3,500.00/-"
PR001001,2026/08/25,MANDI-008,Moga,Rice,"Rs. 2,290",2815.8,2553.14,"INR 2,183"
PR005682,2026-01-30,mandi_036,Karnal,Makka,"₹1,848.09","₹2,196.49",2022.29,2090
PR009688,12/01/2026,MANDI027,Fatehabad,सरसों,"Rs. 4,841","₹5,410.92","₹5,126.19",5650
PR011654,21-Aug-2026,mandi025,Ferozepur,Basmati,1859.2,2315.2,"2,087.20/-","₹2,183.00"
PR007169,14-Jan-2026,047,Jalandhar,Sarso,5260.597190996411,"Rs. 6,308","Rs. 5,784",5650
PR005538,08/02/2026,M027,Karnal,Makki,"₹1,782.89",2173.78,"1,978.33/-",2090
PR005331,2026-02-13,MANDI014,Karnal,चावल,"₹2,196.93","INR 2,629","Rs. 2,413","2,183.00/-"
PR002502,2026-09-02,MANDI047,Fatehabad,Maize,"₹2,121.51","INR 2,253",2187.22,"INR 2,090"
PR003587,2026-07-11,MANDI048,Jalandhar,Cotton,5681.97,6449.73,6065.849129155291,6620
PR003837,05-10-2026,MANDI019,Bathinda,Maize,"₹1,967.66",2163.22,"Rs. 2,065",2090
PR003542,07/05/2026,MANDI038,Hisar,Wheat,1957.822284518315,"2,312.62/-",2135.22,"₹2,275.00"
PR011164,10.01.2026,MANDI047,Ferozepur,wheat,"INR 2,144","INR 2,447",2295.15,2275
PR009722,07-11-2026,mandi_018,Ferozepur,Ganna,"3,638.75/-","₹4,120.92","₹3,879.83","INR 3,500"
PR011409,25.03.2026,MANDI023,Ambala,Kapas,5921.27,"₹6,731.29","6,326.28/-","6,620.00/-"
PR011656,23.03.2026,MANDI-018,Patiala,कपास,6625.31,"Rs. 7,735","7,180.06/-",
PR001511,07.04.2026,MANDI-038,Fatehabad,मक्का,"₹1,876.47",1984.535404818522,1930.5,"₹2,090.00"
PR008527,2026-02-05,,,Paddy,"INR 1,956",2337.18,"INR 2,146",
PR006815,14.04.2026,MANDI048,Moga,corn,"₹1,777.67",2006.5414528430076,1892.1,2090
PR001806,03-14-2026,MANDI057,Jalandhar,wheat,"Rs. 1,953",2165.05,2059.15,2275
PR002963,2026-07-13,MANDI008,Ludhiana,कपास,6760.07,"8,179.62/-","Rs. 7,470","6,620.00/-"
PR002683,01-18-2026,mandi_049,Ludhiana,corn,"INR 2,004",2230.98,"₹2,117.49","2,090.00/-"
PR009552,02.07.2026,MANDI-053,Moga,Ganne,"₹3,582.03","₹4,265.93","Rs. 3,924","3,500.00/-"
PR008025,01-07-2026,,Karnal,Sarso,"Rs. 5,906","₹6,811.07","INR 6,358","₹5,650.00"
PR008071,23.08.2026,mandi_026,Fatehabad,Chawal,2001.2455239183826,"₹2,290.22","INR 2,146","2,183.00/-"
PR010880,2026-05-03,mandi_007,Jalandhar,सरसों,"₹5,685.17","6,835.65/-",6260.41,5650
PR009500,23/01/2026,mandi_001,Ferozepur,Sarso,"₹5,419.97","Rs. 6,654",6036.83,5650
PR003064,13/01/2026,MANDI005,Fatehabad,Sarso,,"₹6,648.85","₹6,276.32",5650
PR002480,04.02.2026,MANDI049,Jalandhar,Wheat,"INR 2,078","2,511.17/-","INR 2,295","₹2,275.00"
PR010525,27/04/2026,mandi_053,Karnal,Maize,"INR 2,133",2658.69,"₹2,395.94",2090
PR011411,27/06/2026,,,Narma,6557.106536335407,"7,081.19/-",6819.15,"Rs. 6,620"
PR008390,09/06/2026,MANDI050,Fatehabad,Sarso,5710.93,"INR 6,885",6297.85,
PR011942,2026/01/04,MANDI015,Patiala,Sugarcane,3646.88,"4,488.54/-","INR 4,068","Rs. 3,500"
PR007324,05-06-2026,MANDI035,Hisar,गेहूं,1983.25,"₹2,084.24","₹2,033.74","INR 2,275"
PR008886,2026/05/27,MANDI032,Ludhiana,Mustard,"Rs. 4,869","₹5,600.68",5234.79,"₹5,650.00"
PR004096,09-Jul-2026,MANDI006,Fatehabad,Ganna,"₹3,285.20","Rs. 3,624","3,454.44/-","INR 3,500"
PR005444,07-Feb-2026,MANDI038,,Ganne,3113.35,"₹3,818.02","INR 3,466","3,500.00/-"
PR009942,2026/06/22,MANDI-047,Amritsar,Mustard,"Rs. 5,127","Rs. 6,244",5685.467807770718,
PR009104,12-May-2026,mandi014,,Kapas,"INR 6,211","₹7,558.55",6884.95975132869,"₹6,620.00"
PR011877,2026-06-07,mandi_020,Moga,cotton,"₹6,932.00","7,949.62/-",7440.811157877962,
PR011373,26/05/2026,,Ferozepur,Makka,2088.09,2422.95,2255.519458189637,
PR008855,05-23-2026,mandi_019,Patiala,मक्का,2109.7249525763204,"₹2,461.19","₹2,285.46","₹2,090.00"
PR003444,14/07/2026,MANDI-052,Kurukshetra,Kapas,"₹6,714.80","₹7,435.58","₹7,075.19","6,620.00/-"
PR001574,15-May-2026,MANDI-015,Sirsa,paddy,2223.18,"INR 2,584",2403.51,"INR 2,183"
PR004007,2026-01-11,018,Kurukshetra,Wheat,"Rs. 2,164","₹2,664.93","2,414.49/-",2275
PR009140,01/07/2026,mandi042,Jalandhar,Sugarcane,"Rs. 3,598","INR 3,892","3,744.92/-","₹3,500.00"
PR007890,20.04.2026,MANDI-005,Hisar,Sugarcane,"₹2,996.85",3614.5171467383007,"₹3,305.68","₹3,500.00"
PR011697,04.05.2026,M047,Amritsar,WHEAT,"₹2,129.65","INR 2,445","Rs. 2,288","₹2,275.00"
PR006250,2026/08/13,mandi_031,Amritsar,धान,"₹2,135.85","2,480.93/-",2308.39,2183
PR006501,04-01-2026,MANDI014,,Narma,,"7,141.50/-",6750.833550446555,"Rs. 6,620"
PR007338,29-Jul-2026,MANDI021,,Ganna,3246.68,3634.71,3440.7,"INR 3,500"
PR006265,01/05/2026,MANDI047,,कपास,"5,747.60/-","Rs. 6,371",6059.380366149355,"6,620.00/-"
PR001010,2026-08-25,MANDI-007,Bathinda,WHEAT,"Rs. 2,290","₹2,417.41","2,353.56/-",
PR009445,2026-01-20,MANDI-050,Ambala,मक्का,,"2,024.52/-","Rs. 1,974","Rs. 2,090"
PR010633,2026/02/14,MANDI057,Patiala,गेहूं,2273.66,"₹2,495.45","Rs. 2,385",2275
PR009773,08-21-2026,M009,,Ganna,"₹3,101.70","Rs. 3,463","INR 3,282","3,500.00/-"
PR002525,30.04.2026,MANDI034,Hisar,गन्ना,"INR 3,517","INR 4,314","INR 3,915",3500
PR011136,2026-05-02,mandi032,Hisar,Sarson,5715.55,6395.75,"Rs. 6,056",5650
PR000357,23.03.2026,MANDI-010,,Rice,2266.023663722253,2675.75,"Rs. 2,471",2183
PR000994,01/09/2026,MANDI038,,मक्का,"₹1,899.04","2,231.91/-","Rs. 2,065","2,090.00/-"
PR004433,2026/03/03,MANDI-015,Patiala,corn,"INR 2,110",2472.29,"INR 2,291",2090
PR008203,20/04/2026,MANDI002,Kurukshetra,mustard,"5,867.77/-","6,389.92/-",6128.84,"Rs. 5,650"
PR003614,27/04/2026,MANDI004,Fatehabad,Narma,"INR 6,206","7,501.86/-",6853.775377951746,"₹6,620.00"
PR008526,13-Jan-2026,mandi_007,Ferozepur,Maize,"INR 2,119","₹2,377.42","2,248.13/-",
PR004110,02-25-2026,M012,Amritsar,कपास,"Rs. 5,646",6851.87,"INR 6,249",6620
PR006906,11/07/2026,MANDI-007,Jalandhar,Makka,"Rs. 2,180","INR 2,369","2,274.30/-",
PR007235,2026/02/13,mandi_026,Karnal,cotton,6161.3842296911025,"₹6,469.86","INR 6,316","Rs. 6,620"
PR008703,06-11-2026,MANDI009,Jalandhar,Narma,"5,832.97/-",,"INR 6,053","6,620.00/-"
PR003986,2026-01-27,mandi_050,Karnal,sugarcane,3413.0327053899086,"₹3,604.95","₹3,508.99",
PR006834,2026/07/04,MANDI-027,Jalandhar,Chawal,"1,935.13/-","₹2,214.20","₹2,074.67",2183
PR006959,04-29-2026,MANDI-014,Amritsar,Makka,2170.2378454462237,2574.22,2372.23,"Rs. 2,090"
PR001221,05-14-2026,MANDI040,Jalandhar,Dhaan,"2,246.04/-",2608.97,"INR 2,428",
PR010063,31-May-2026,mandi_047,Jalandhar,corn,"Rs. 1,951","INR 2,279","INR 2,115","INR 2,090"
PR007905,19/01/2026,mandi_030,Patiala,WHEAT,2184.3473975378893,"Rs. 2,596",,"INR 2,275"
PR002509,05/06/2026,MANDI025,Patiala,Maize,"INR 2,170",2528.85,"Rs. 2,350","Rs. 2,090"
PR000747,2026-06-16,MANDI053,Kurukshetra,Makki,1994.25,"₹2,161.31","₹2,077.78","₹2,090.00"
PR009029,05-12-2026,MANDI011,Moga,Corn,2100.18,2221.3,"INR 2,161",2090
PR010922,2026-05-02,mandi_056,Sirsa,Ganne,"INR 3,358",4142.65,3750.19,"₹3,500.00"
PR010681,2026-02-02,MANDI-030,Moga,Kapas,5721.037333835791,"₹7,012.52","₹6,366.78","₹6,620.00"
PR010348,31/01/2026,MANDI033,Kurukshetra,Sarson,"5,185.57/-",5687.97,5436.77,
PR007617,03/09/2026,,Sirsa,Gehun,,2738.46,"2,543.71/-","₹2,275.00"
PR003399,03-05-2026,,,Narma,"₹6,642.25","₹8,165.40",7403.83,6620
PR009105,21/03/2026,MANDI001,Ludhiana,Kanak,2035.28,"INR 2,273",2154.33,
PR010366,06-10-2026,MANDI-019,Moga,corn,1857.60059385483,1969.6011373800955,"₹1,913.60","INR 2,090"
PR002542,28-Jun-2026,mandi055,,Kanak,2277.1406184856187,2704.71,"₹2,490.93",2275
PR003462,02-13-2026,MANDI021,Moga,Corn,"Rs. 1,889","Rs. 2,057","INR 1,973",
PR007874,15-May-2026,,Hisar,गन्ना,"₹3,597.50","INR 4,101",3849.18,3500
PR008598,13-Jun-2026,MANDI-013,,Makka,1964.06,2178.666968849012,"INR 2,071","2,090.00/-"
PR007064,2026/01/25,MANDI018,Ambala,चावल,"₹1,923.84",2165.66,"INR 2,045",2183
PR006695,2026/02/10,MANDI-029,Patiala,mustard,"Rs. 5,066","₹5,748.43","₹5,407.18","₹5,650.00"
PR005685,2026/06/14,,Karnal,Kapas,5698.57,6980.62,"Rs. 6,340","₹6,620.00"
PR003030,05.01.2026,MANDI020,Patiala,Cotton,"Rs. 6,026",6497.62,"INR 6,262","₹6,620.00"
PR009627,2026-05-18,mandi_024,Jalandhar,Sugarcane,3488.48,"INR 4,343",3915.95,"INR 3,500"
PR010667,09-03-2026,,Moga,धान,"₹1,870.33","₹2,136.19",2003.26,
PR010604,29.05.2026,MANDI028,Sirsa,Chawal,"INR 2,148","Rs. 2,363",2255.58,"Rs. 2,183"
PR009758,03/02/2026,MANDI050,Sirsa,Ganne,"INR 3,036",3314.76,3175.24,"INR 3,500"
PR002817,12.07.2026,MANDI016,Patiala,Kapas,"6,145.57/-",6738.902710921732,"6,442.24/-",6620
PR005440,05-Aug-2026,MANDI020,Amritsar,cotton,5906.1,7355.67,6630.89,6620
PR001689,2026-04-21,mandi039,Fatehabad,Sarson,"INR 4,823","5,696.86/-","INR 5,260","₹5,650.00"
PR006853,05-04-2026,MANDI012,Moga,GEHUN,,"₹2,452.21","Rs. 2,320","₹2,275.00"
PR004280,2026-04-29,M040,,Makki,,"Rs. 2,109","₹2,032.06","2,090.00/-"
PR008828,17/03/2026,MANDI018,Kurukshetra,wheat,2202.7,2409.56,"₹2,306.13","₹2,275.00"
PR009796,07-18-2026,mandi_033,Ambala,Gehun,"₹1,995.78",2335.62,"₹2,165.70",2275
PR009037,05.09.2026,mandi003,Sirsa,Maize,1889.41,"₹2,070.17",1979.7920944320658,2090
PR010695,11/07/2026,M028,Karnal,चावल,"INR 1,907","₹2,349.34","₹2,128.29","Rs. 2,183"
PR007753,17/06/2026,MANDI026,Sirsa,Ganna,,3392.3076726503227,"₹3,220.43",3500
PR000741,31/05/2026,mandi_005,Bathinda,सरसों,5448.65,6430.51,5939.581337721134,5650
PR003560,2026-04-22,mandi_018,Kurukshetra,Chawal,1982.3528160612982,2103.8,"INR 2,043",2183
PR001089,28/02/2026,MANDI003,Kurukshetra,Basmati,"₹1,877.37",2008.97,"INR 1,943","Rs. 2,183"
PR006588,2026-02-16,mandi_045,Jalandhar,Cotton,"INR 6,517",7619.55,"INR 7,068","6,620.00/-"
PR007009,19/02/2026,MANDI048,Ferozepur,चावल,"Rs. 2,076","Rs. 2,194",2134.97,"2,183.00/-"
PR001211,21.05.2026,MANDI031,Hisar,paddy,"2,083.08/-","Rs. 2,241",2161.8766617095525,
PR003480,2026-01-23,MANDI002,Ferozepur,गन्ना,3178.87,3915.880567627595,"INR 3,547",
PR011762,02-24-2026,MANDI026,Jalandhar,Sarson,"Rs. 5,840","₹6,247.21","INR 6,043",
PR004243,27.02.2026,,Karnal,Chawal,,"INR 2,298",2181.8,
PR007479,2026/05/26,mandi_025,Patiala,wheat,2182.25,"₹2,382.05",2282.15,"Rs. 2,275"
PR008536,2026/07/03,M015,Moga,sugarcane,3030.45,"₹3,282.17","₹3,156.31","3,500.00/-"
PR009912,2026/06/19,036,,Kapas,"₹6,709.84","INR 8,141","₹7,425.42","INR 6,620"
PR011873,18.04.2026,MANDI055,,मक्का,"1,867.42/-","1,997.41/-",1932.42,"₹2,090.00"
PR011735,24/07/2026,MANDI002,Hisar,paddy,,,"INR 2,304",2183
PR000718,03-01-2026,MANDI011,Karnal,मक्का,"INR 1,831","INR 2,227","₹2,029.37",2090
PR004530,2026/04/04,MANDI057,Ambala,Sarson,"₹5,873.00","7,017.87/-","₹6,445.44",5650
PR006393,26/02/2026,035,Ferozepur,Wheat,2325.61,"INR 2,596",,"Rs. 2,275"
PR008297,14/08/2026,MANDI054,Patiala,Sarso,"INR 5,030","5,881.76/-","₹5,455.82",
PR005150,15-Jun-2026,M034,Sirsa,Ganne,"Rs. 3,061","INR 3,660",,"INR 3,500"
PR003214,17-Jun-2026,mandi_038,,चावल,,"₹2,499.66","₹2,315.49","INR 2,183"
PR005522,2026-06-10,mandi032,,GEHUN,"2,120.67/-","₹2,628.31",,2275
PR005822,2026-06-24,M036,Ferozepur,चावल,"INR 1,880",2179.64,"₹2,029.58","Rs. 2,183"
PR003194,15-Aug-2026,mandi044,Amritsar,Kapas,"₹6,652.83",7815.14,"₹7,233.98",6620
PR011475,21-Apr-2026,M026,Amritsar,Kapas,"₹6,452.62","INR 7,947","Rs. 7,200","Rs. 6,620"
PR004015,06/06/2026,MANDI-028,Ferozepur,Makka,"1,943.95/-",2303.036906275141,"₹2,123.49",
PR004358,03-10-2026,mandi_005,Kurukshetra,Ganne,"3,494.68/-","₹4,120.80","3,807.74/-",
PR009348,11-May-2026,MANDI030,Bathinda,mustard,"₹4,999.59","Rs. 5,543","5,271.38/-",5650
PR005525,01-15-2026,MANDI028,Fatehabad,Dhaan,"₹2,111.87",2285.5,"2,198.69/-","₹2,183.00"
PR009419,2026/04/17,MANDI047,Moga,गेहूं,"₹2,139.91",,"2,280.65/-","2,275.00/-"
PR011623,07.05.2026,mandi_027,Patiala,चावल,"₹2,056.05","₹2,503.54","INR 2,280",
PR000229,2026/02/21,MANDI-050,,Basmati,2018.76,"₹2,376.34","₹2,197.55","INR 2,183"
PR001852,07-Jul-2026,M054,Jalandhar,Sugarcane,"Rs. 3,476",4035.51,"3,755.56/-","3,500.00/-"
PR006234,2026-07-03,MANDI025,,Sugarcane,"₹3,332.20",3614.0,"INR 3,473","3,500.00/-"
PR003499,2026-08-11,mandi046,Jalandhar,गन्ना,"INR 3,096",3333.93,"Rs. 3,215","₹3,500.00"
PR001418,07-12-2026,M026,Ambala,Sarso,"₹5,922.38","6,628.51/-","₹6,275.44","Rs. 5,650"
PR001270,26-Jan-2026,mandi_056,,GEHUN,"2,165.19/-",,2244.51,
PR006988,08-14-2026,MANDI019,,Kanak,2017.5545138789046,"₹2,496.89","INR 2,257",2275
PR006072,2026-07-04,MANDI006,Kurukshetra,cotton,"INR 6,156","₹6,716.18","Rs. 6,436","6,620.00/-"
PR004524,23/04/2026,MANDI048,Sirsa,Cotton,,6963.831607945752,"INR 6,512",6620
PR007539,19/06/2026,MANDI049,Karnal,wheat,2383.56,"₹2,752.96","₹2,568.26",
PR005434,2026-05-23,MANDI042,,मक्का,"Rs. 2,065","Rs. 2,383","INR 2,224",
PR002549,07-12-2026,MANDI034,Kurukshetra,चावल,"Rs. 2,094",2358.157638353039,2226.14,"₹2,183.00"
PR011849,21/03/2026,mandi_032,Amritsar,Basmati,"₹2,034.22",2218.0723475984237,"₹2,126.15","Rs. 2,183"
PR000047,2026-01-27,mandi_017,Patiala,Mustard,"Rs. 5,909","Rs. 6,828","Rs. 6,368","INR 5,650"
PR009936,17-Feb-2026,mandi041,Ludhiana,Mustard,5482.99,"6,148.89/-",5815.94,
PR002080,05-27-2026,MANDI057,Ludhiana,paddy,"2,022.88/-",2488.68,"INR 2,256",
PR003376,29-Apr-2026,MANDI043,Fatehabad,mustard,5357.48,"Rs. 6,483",5920.465661658699,"Rs. 5,650"
PR010972,07/08/2026,,Kurukshetra,cotton,"INR 6,380",,"Rs. 6,681","₹6,620.00"
PR001942,05-09-2026,mandi023,Sirsa,Ganna,"INR 3,262","INR 3,580",3420.9784988604056,
PR002245,07-Sep-2026,MANDI036,Sirsa,चावल,2191.8208376526413,"2,606.55/-","₹2,399.19","INR 2,183"
PR010295,2026-04-28,MANDI045,Bathinda,Corn,"Rs. 1,947","₹2,109.09",2028.11,2090
PR009771,01-13-2026,MANDI009,,Kapas,,"Rs. 8,049","Rs. 7,480",
PR007668,03-11-2026,,Bathinda,Ganne,"Rs. 3,581","4,314.71/-","INR 3,948",
PR007804,05/09/2026,,Ambala,Makka,"₹2,094.22","₹2,458.25",2276.24,
PR005748,24/02/2026,051,,Sugarcane,3210.5146411617793,"3,384.68/-","₹3,297.60","Rs. 3,500"
PR004253,2026-01-29,,Bathinda,WHEAT,"INR 2,014",2323.04,,
PR002018,22-Jul-2026,018,Bathinda,sugarcane,"Rs. 3,273","3,539.70/-",3406.18,"Rs. 3,500"
PR005425,04-Jun-2026,mandi_007,Bathinda,Ganne,3387.58,3782.26564639001,3584.92,
PR001453,2026-01-19,,,mustard,"₹5,497.45","Rs. 6,121",5809.23,"INR 5,650"
PR011066,2026/05/09,M008,Patiala,Sugarcane,"Rs. 3,124",3869.4,"INR 3,497",3500
PR009075,26.08.2026,MANDI-039,Bathinda,कपास,"6,814.44/-",7574.84,7194.641661155238,
PR011652,29/08/2026,MANDI006,Jalandhar,Makka,1891.5,2310.882290316088,"₹2,101.19",2090
PR000865,20-Aug-2026,012,Ambala,Narma,"Rs. 5,747",6370.4452374734665,6058.675851775299,"INR 6,620"
PR006015,13/06/2026,056,Ferozepur,Sarso,"Rs. 5,129",,5576.370211935104,"₹5,650.00"
PR006543,19.06.2026,mandi_051,Hisar,Mustard,"INR 5,216",5714.65,5465.17,"₹5,650.00"
PR011098,24-Jun-2026,mandi042,,गन्ना,3409.25,4149.220277614336,"3,779.23/-","Rs. 3,500"
PR005858,2026-02-02,MANDI042,Jalandhar,सरसों,5226.55,,5452.03,"INR 5,650"
PR006915,2026-07-13,,,Kapas,"INR 6,856","₹8,542.78","Rs. 7,699","₹6,620.00"
PR008141,2026-08-13,M022,Sirsa,कपास,"Rs. 6,427",7007.28,"Rs. 6,717","INR 6,620"
PR000739,2026-04-14,mandi_010,Moga,Makka,"1,949.55/-","Rs. 2,383",2166.251663165921,2090
PR008007,2026/01/22,mandi_013,Ludhiana,धान,2058.19,"2,431.39/-","INR 2,245",2183
PR000826,08-13-2026,M029,Jalandhar,गेहूं,"INR 2,055","₹2,307.87","Rs. 2,182","2,275.00/-"
PR004363,27/05/2026,mandi_035,Patiala,धान,2007.09,"INR 2,246",2126.5758600953127,"₹2,183.00"
