arrival_id,date,mandi_id,crop_name,variety,arrival_quantity_qtl,farmer_count
ARR0010883,06-Aug-2026,MANDI055,Maize,Premium,284.21,136.0
ARR0001259,19/06/2026,MANDI028,Cotton,HD-2967,85.48,106.0
,30-Mar-2026,MANDI041,Cotton,Premium,491.56,
ARR0005479,2026/06/23,MANDI050,Wheat,HD-2967,270.68,124.0
ARR0006881,07-31-2026,MANDI011,Maize,Premium,334.48,138.0
ARR0020521,06-Apr-2026,MANDI024,Sugarcane,PBW-343,-226.48,41.0
ARR0021202,12.06.2026,MANDI041,Rice,Hybrid,237.53,79.0
ARR0011873,2026-03-28,MANDI041,Wheat,HD-2967,422.58,
ARR0000274,12.03.2026,MANDI005,Wheat,Premium,240.68,83.0
ARR0024483,03.05.2026,MANDI035,Rice,Pusa-1121,144.33,49.0
ARR0005901,01-14-2026,MANDI039,Rice,Hybrid,,53.0
ARR0022068,03-12-2026,MANDI026,Rice,PBW-343,187.76,103.0
ARR0018775,26-Jan-2026,MANDI017,Wheat,,,132.0
ARR0013884,20.06.2026,MANDI009,Mustard,Local,-50.2,34.0
ARR0018532,2026-02-19,MANDI003,Maize,PBW-343,291.29,20.0
ARR0005202,03.03.2026,MANDI032,Maize,HD-2967,296.81,26.0
ARR0021863,04.04.2026,MANDI005,Maize,,-130.44,13.0
ARR0016869,17.08.2026,MANDI023,Sugarcane,Pusa-1121,337.09000000000003,60.0
ARR0003172,28.07.2026,MANDI002,Mustard,Pusa-1121,378.04,22.0
ARR0019648,24-Feb-2026,MANDI019,Cotton,Pusa-1121,330.25,104.0
ARR0018309,19-Apr-2026,MANDI042,Maize,PBW-343,,17.0
ARR0018500,03.03.2026,MANDI013,Maize,HD-2967,,38.0
ARR0018925,07/03/2026,MANDI042,Mustard,,167.96,
ARR0014024,28/03/2026,MANDI011,Mustard,Local,,50.0
ARR0007133,2026/04/15,MANDI012,Rice,Local,241.49,59.0
ARR0019888,17-Feb-2026,MANDI032,Rice,Premium,120.36,71.0
ARR0011771,26/03/2026,MANDI035,Sugarcane,Pusa-1121,-0.7368000000000001,123.0
ARR0012869,2026-07-24,MANDI024,Sugarcane,Pusa-1121,177.31,135.0
ARR0022596,2026/02/11,MANDI031,Maize,Local,365.31,110.0
ARR0005145,03/06/2026,MANDI030,Rice,Pusa-1121,456.61,102.0
ARR0012051,21-Feb-2026,MANDI034,Cotton,PBW-343,489.61,137.0
ARR0006505,27.07.2026,MANDI019,Cotton,HD-2967,,64.0
ARR0019010,01-27-2026,MANDI015,Cotton,Hybrid,-1.9387,47.0
ARR0000838,09/01/2026,MANDI033,Sugarcane,Local,382.87,37.0
ARR0002719,2026/05/01,MANDI047,Cotton,Premium,196.76,111.0
ARR0008658,14-Apr-2026,MANDI009,Maize,PBW-343,,66.0
ARR0013524,23-Aug-2026,MANDI015,Sugarcane,HD-2967,378.78,
ARR0003888,04-Feb-2026,MANDI016,Mustard,Local,451.25,9.0
ARR0017876,2026-08-01,MANDI021,Wheat,Premium,-4.2528,68.0
ARR0008929,2026-07-09,MANDI038,Wheat,Pusa-1121,463.09,16.0
ARR0017573,2026/02/28,MANDI032,Wheat,Hybrid,216.06,31.0
ARR0019277,2026-01-31,MANDI040,Maize,PBW-343,490.6,135.0
ARR0023365,2026/04/18,MANDI055,Cotton,Hybrid,,15.0
ARR0006283,2026-05-10,MANDI002,Wheat,Hybrid,237.78,61.0
ARR0021190,04-08-2026,MANDI034,Cotton,Pusa-1121,278.32,99.0
ARR0004848,06/04/2026,MANDI001,Mustard,Premium,475.95,118.0
ARR0006760,2026-06-11,MANDI057,Cotton,Local,496.72,54.0
ARR0021228,07-11-2026,MANDI037,Sugarcane,Pusa-1121,215.56,
ARR0014418,2026-02-01,MANDI054,Sugarcane,Hybrid,424.52,107.0
ARR0008859,05-Feb-2026,MANDI004,Rice,,,121.0
ARR0023407,2026/07/27,MANDI034,Cotton,Hybrid,,89.0
ARR0005508,11-Feb-2026,MANDI026,Maize,Pusa-1121,402.91,5.0
ARR0004006,2026-09-07,MANDI032,Sugarcane,PBW-343,,96.0
ARR0008541,2026-07-08,MANDI009,Rice,Premium,431.63,17.0
ARR0006537,2026-04-05,MANDI015,Rice,Local,,37.0
ARR0008243,2026/09/09,MANDI003,Wheat,,,34.0
ARR0018402,02-14-2026,MANDI038,Maize,Premium,91.29,106.0
ARR0022038,2026/07/01,MANDI048,Rice,PBW-343,326.4,139.0
ARR0002238,2026-04-23,MANDI048,Cotton,Local,481.09,33.0
ARR0018163,2026/01/16,MANDI018,Maize,HD-2967,,104.0
ARR0012688,12.06.2026,MANDI044,Maize,Hybrid,454.43,72.0
ARR0007114,2026-06-26,MANDI016,Cotton,PBW-343,61.01,16.0
ARR0014768,18-Apr-2026,MANDI044,Maize,Hybrid,403.9,116.0
ARR0010206,27-Jan-2026,MANDI034,Mustard,,377.57,146.0
ARR0012404,16/04/2026,MANDI029,Cotton,Local,457.19,46.0
ARR0000232,23.08.2026,MANDI037,Rice,Pusa-1121,419.6,49.0
ARR0005722,2026/09/04,MANDI003,Rice,Pusa-1121,74.83,15.0
ARR0009539,23/01/2026,MANDI040,Sugarcane,Hybrid,383.77,45.0
ARR0021424,03.01.2026,MANDI034,Sugarcane,HD-2967,210.73,130.0
ARR0021240,05-09-2026,MANDI004,Sugarcane,HD-2967,,83.0
ARR0010766,03-26-2026,MANDI050,Cotton,Premium,218.27,129.0
ARR0023499,02/01/2026,MANDI046,Mustard,Local,343.72,91.0
ARR0012118,2026/05/20,MANDI036,Wheat,PBW-343,103.18,68.0
ARR0019774,06-09-2026,MANDI005,Sugarcane,PBW-343,,88.0
ARR0006121,2026-08-16,MANDI036,Cotton,Premium,103.33,61.0
ARR0018128,01.01.2026,MANDI028,Sugarcane,Local,336.75,82.0
ARR0018535,2026-01-22,MANDI021,Rice,Pusa-1121,491.6,50.0
ARR0008629,24-Apr-2026,MANDI034,Rice,,106.5,128.0
ARR0012732,2026/02/17,MANDI036,Mustard,Hybrid,246.15,52.0
ARR0003979,27.08.2026,MANDI036,Rice,Hybrid,-1.0634,119.0
ARR0011969,31/01/2026,MANDI034,Wheat,Premium,401.97,16.0
ARR0024272,02-Jan-2026,MANDI039,Mustard,PBW-343,,22.0
ARR0018478,23.03.2026,MANDI006,Cotton,PBW-343,407.08,88.0
ARR0003426,08/06/2026,MANDI016,Rice,HD-2967,191.15,120.0
ARR0010882,2026-03-20,MANDI039,Mustard,Premium,399.73,69.0
ARR0023231,2026/04/27,MANDI044,Maize,PBW-343,,68.0
ARR0009422,2026-02-20,MANDI056,Mustard,HD-2967,181.94,6.0
ARR0011322,11/07/2026,MANDI016,Cotton,Local,443.29,8.0
ARR0007668,04-03-2026,MANDI042,Rice,Hybrid,,137.0
ARR0022454,17/02/2026,MANDI054,Cotton,Local,,62.0
ARR0015645,01-05-2026,MANDI055,Maize,Premium,397.8,70.0
ARR0019475,05-04-2026,MANDI049,Sugarcane,PBW-343,,110.0
ARR0014042,2026-03-19,MANDI021,Maize,PBW-343,468.88,93.0
ARR0019747,2026-03-29,MANDI006,Sugarcane,HD-2967,14.07,59.0
ARR0002313,28-Apr-2026,MANDI024,Mustard,,398.89,33.0
ARR0008659,28-Feb-2026,MANDI043,Maize,Hybrid,240.36,5.0
ARR0024066,14/06/2026,MANDI043,Maize,Premium,,118.0
ARR0009947,16-Apr-2026,MANDI007,Sugarcane,,-446.48,150.0
ARR0020465,17.03.2026,MANDI001,Wheat,HD-2967,,
ARR0019987,29.05.2026,MANDI049,Rice,Premium,,16.0
ARR0019683,2026/04/14,MANDI025,Cotton,Pusa-1121,53.39,32.0
ARR0010147,03-07-2026,MANDI009,Wheat,PBW-343,387.13,
ARR0007377,2026/03/10,MANDI046,Cotton,Pusa-1121,148.35,21.0
ARR0014168,17-Jun-2026,MANDI003,Cotton,,444.85,150.0
ARR0015413,14.04.2026,MANDI013,Maize,Hybrid,,117.0
ARR0007025,2026/02/10,MANDI009,Rice,HD-2967,159.99,94.0
ARR0012011,08-04-2026,MANDI032,Wheat,Hybrid,253.2,48.0
ARR0004843,06-15-2026,MANDI023,Cotton,HD-2967,68.54,33.0
ARR0017702,03.06.2026,MANDI047,Rice,Pusa-1121,21.52,87.0
ARR0023828,30/05/2026,MANDI051,Rice,,86.97,41.0
ARR0024667,2026-05-14,MANDI003,Rice,HD-2967,482.16,112.0
ARR0019804,08-Aug-2026,MANDI016,Mustard,Hybrid,416.94000000000005,13.0
ARR0013541,02-24-2026,MANDI033,Sugarcane,PBW-343,488.61,
ARR0020944,21/05/2026,MANDI020,Sugarcane,Local,457.45,93.0
ARR0015460,07.07.2026,MANDI012,Sugarcane,PBW-343,444.39,12.0
ARR0015844,01/04/2026,MANDI004,Rice,Pusa-1121,374.63,26.0
ARR0003830,05.03.2026,MANDI042,Cotton,Premium,145.86,6.0
ARR0007137,24/07/2026,MANDI005,Sugarcane,PBW-343,441.73,82.0
ARR0009761,2026-09-08,MANDI014,Wheat,Premium,162.34,123.0
ARR0004200,2026/07/28,MANDI010,Rice,Pusa-1121,393.08,36.0
ARR0013782,2026-01-21,MANDI041,Cotton,PBW-343,16.52,120.0
ARR0010844,06-17-2026,MANDI053,Mustard,Pusa-1121,465.93,150.0
ARR0001723,05-08-2026,MANDI022,Mustard,Local,,23.0
ARR0007095,18/02/2026,MANDI057,Cotton,,176.24,97.0
ARR0003532,2026-03-15,MANDI043,Wheat,HD-2967,316.66,19.0
ARR0012514,2026/03/18,MANDI049,Cotton,Pusa-1121,88.57,60.0
ARR0013190,13/02/2026,MANDI039,Cotton,PBW-343,42.99,29.0
ARR0017818,2026-03-31,MANDI044,Wheat,PBW-343,,130.0
ARR0013067,11.01.2026,MANDI018,Sugarcane,Hybrid,317.83,
ARR0021160,2026-09-04,MANDI008,Mustard,,322.97,
ARR0009017,2026-03-02,MANDI049,Cotton,Hybrid,316.6,31.0
ARR0010158,15-May-2026,MANDI038,Mustard,PBW-343,363.14,
ARR0018615,2026/01/19,MANDI036,Wheat,PBW-343,350.14,30.0
ARR0014098,2026-01-11,MANDI017,Wheat,Pusa-1121,279.74,129.0
ARR0001733,2026/04/27,MANDI053,Mustard,HD-2967,235.91,40.0
ARR0010228,19-Jun-2026,MANDI031,Mustard,PBW-343,121.25,7.0
ARR0005666,2026-03-18,MANDI017,Mustard,,283.76,
ARR0021743,2026-02-07,MANDI052,Wheat,Local,314.37,142.0
ARR0020182,03-16-2026,MANDI024,Sugarcane,Premium,,149.0
ARR0002849,18-Jun-2026,MANDI008,Rice,Pusa-1121,479.53,111.0
ARR0004951,2026-02-18,MANDI011,Wheat,Hybrid,,49.0
ARR0004603,08-08-2026,MANDI001,Sugarcane,PBW-343,313.99,28.0
ARR0003895,04-12-2026,MANDI034,Mustard,PBW-343,217.96,132.0
ARR0017540,04.02.2026,MANDI050,Mustard,Local,93.75,144.0
ARR0018125,23/05/2026,MANDI021,Maize,Pusa-1121,369.84,13.0
ARR0008571,05-10-2026,MANDI054,Cotton,PBW-343,,
ARR0010213,29.08.2026,MANDI008,Mustard,Hybrid,,
ARR0005847,21.03.2026,MANDI003,Cotton,Premium,420.52,80.0
ARR0020899,28-Jul-2026,MANDI050,Cotton,Local,498.62,116.0
ARR0024755,14-Mar-2026,MANDI046,Rice,Premium,-329.64,115.0
ARR0001209,01-26-2026,MANDI014,Wheat,Local,,
ARR0001459,24/04/2026,MANDI034,Cotton,PBW-343,-454.96,64.0
ARR0019531,2026-04-25,MANDI056,Maize,PBW-343,486.44,
ARR0008214,2026/09/02,MANDI024,Maize,Hybrid,,102.0
ARR0022493,01/05/2026,MANDI046,Cotton,Premium,-4.9946,
ARR0019692,19/03/2026,MANDI040,Rice,HD-2967,,
,04-17-2026,MANDI028,Mustard,,141.58,
ARR0009607,04-09-2026,MANDI041,Rice,Local,127.47,129.0
ARR0002944,09.01.2026,MANDI025,Mustard,Local,460.12,99.0
ARR0020201,18/03/2026,MANDI046,Cotton,Premium,337.92,53.0
ARR0019285,2026-01-12,MANDI040,Wheat,Premium,,144.0
ARR0008194,25-Feb-2026,MANDI022,Cotton,Pusa-1121,53.040000000000006,48.0
ARR0015106,2026-07-03,MANDI004,Rice,Pusa-1121,314.22,28.0
ARR0021256,24.05.2026,MANDI024,Cotton,,35.32,15.0
ARR0015867,2026/04/15,MANDI056,Cotton,PBW-343,14.98,52.0
ARR0015975,2026-04-01,MANDI002,Cotton,PBW-343,323.49,48.0
ARR0017793,2026-07-24,MANDI020,Maize,Premium,290.23,107.0
ARR0006000,29/08/2026,MANDI021,Cotton,PBW-343,-0.5491,61.0
ARR0007579,02-20-2026,MANDI009,Sugarcane,HD-2967,309.58,37.0
ARR0008234,02/06/2026,MANDI055,Wheat,Premium,,23.0
ARR0013422,04/07/2026,MANDI051,Wheat,Premium,46.52,71.0
,2026/06/14,MANDI013,Maize,HD-2967,,140.0
ARR0018633,2026/01/28,MANDI010,Wheat,PBW-343,,36.0
ARR0009823,04.01.2026,MANDI055,Wheat,,,
ARR0005793,26.06.2026,MANDI056,Rice,Pusa-1121,,
ARR0002302,2026-08-21,MANDI012,Sugarcane,PBW-343,299.87,119.0
ARR0024514,06/07/2026,MANDI053,Rice,,409.87,56.0
ARR0002999,07/08/2026,MANDI047,Cotton,,476.58,
ARR0013229,27-Jan-2026,MANDI030,Rice,,451.57,50.0
ARR0024618,2026/01/04,MANDI052,Sugarcane,Local,23.93,
ARR0020411,09/04/2026,MANDI053,Sugarcane,PBW-343,187.35,147.0
ARR0000380,02-01-2026,MANDI015,Rice,,,8.0
ARR0023072,27.05.2026,MANDI038,Mustard,,312.73,105.0
ARR0003951,02-09-2026,MANDI021,Maize,Local,302.5,13.0
ARR0014054,2026/01/24,MANDI009,Mustard,Local,214.47,53.0
ARR0023703,2026-07-02,MANDI033,Wheat,Premium,209.14,146.0
ARR0012111,2026/04/20,MANDI038,Mustard,Premium,299.61,88.0
ARR0011795,07-21-2026,MANDI010,Sugarcane,,434.54,
ARR0020067,01-01-2026,MANDI009,Cotton,Pusa-1121,143.97,60.0
ARR0015880,2026-03-02,MANDI021,Mustard,Premium,-2.4890000000000003,82.0
ARR0006052,2026-04-23,MANDI026,Rice,HD-2967,129.3,54.0
ARR0004510,2026-05-13,MANDI027,Wheat,Hybrid,288.11,148.0
ARR0000928,14.06.2026,MANDI026,Rice,Pusa-1121,207.14,
ARR0002519,06-14-2026,MANDI012,Rice,Hybrid,165.26,22.0
ARR0016244,08-02-2026,MANDI024,Mustard,,251.37,60.0
ARR0019852,18/06/2026,MANDI035,Wheat,Hybrid,-4.1067,57.0
ARR0006428,02.01.2026,MANDI026,Wheat,,183.07,
ARR0024527,2026-09-02,MANDI020,Rice,PBW-343,362.11,97.0
ARR0010326,2026-05-30,MANDI049,Rice,Local,415.15,134.0
ARR0011294,18/01/2026,MANDI019,Rice,Local,-2.9596,54.0
ARR0000400,2026/03/26,MANDI050,Wheat,,,81.0
ARR0002665,2026-04-05,MANDI017,Maize,PBW-343,303.89,41.0
ARR0002910,14/03/2026,MANDI042,Rice,Hybrid,,47.0
ARR0005715,2026/04/18,MANDI026,Maize,Pusa-1121,142.12,61.0
ARR0023405,2026/03/13,MANDI009,Wheat,,182.2,102.0
ARR0005187,2026-02-02,MANDI012,Mustard,HD-2967,470.84,49.0
ARR0002504,30.05.2026,MANDI022,Cotton,Hybrid,490.17,
ARR0008359,20/05/2026,MANDI028,Wheat,Pusa-1121,348.29,44.0
ARR0013401,12/08/2026,MANDI051,Sugarcane,,386.67,16.0
ARR0016342,2026/09/08,MANDI002,Rice,Pusa-1121,405.64,61.0
ARR0022778,29/08/2026,MANDI021,Maize,Premium,,84.0
ARR0004661,2026-08-31,MANDI053,Mustard,Hybrid,-477.74,
ARR0015144,24-Jul-2026,MANDI054,Sugarcane,,,22.0
ARR0009526,17.01.2026,MANDI022,Sugarcane,PBW-343,174.08,35.0
ARR0008059,01/06/2026,MANDI027,Sugarcane,,10.13,50.0
ARR0009645,2026/02/02,MANDI020,Wheat,PBW-343,289.54,5.0
ARR0019526,06/01/2026,MANDI007,Mustard,Hybrid,486.75,48.0
ARR0024042,12/03/2026,MANDI039,Mustard,Hybrid,111.14,147.0
ARR0016250,19.05.2026,MANDI056,Rice,PBW-343,,
ARR0010813,15/04/2026,MANDI046,Wheat,Hybrid,,42.0
ARR0015166,2026/07/27,MANDI055,Rice,PBW-343,51.1,
ARR0007535,06-03-2026,MANDI007,Mustard,PBW-343,,
ARR0016486,2026-06-18,MANDI030,Mustard,Premium,-314.79,78.0
ARR0008198,2026-03-31,MANDI036,Maize,Premium,108.46,
ARR0012407,15/04/2026,MANDI040,Rice,,25.64,112.0
ARR0010550,2026-04-06,MANDI032,Cotton,Hybrid,313.83,66.0
ARR0019278,2026-02-09,MANDI008,Sugarcane,Hybrid,239.89,64.0
ARR0003698,2026/06/13,MANDI021,Maize,PBW-343,37.41,65.0
ARR0009894,2026/05/02,MANDI030,Wheat,Hybrid,,28.0
ARR0001012,02.06.2026,MANDI018,Cotton,PBW-343,252.47,123.0
ARR0005372,20.07.2026,MANDI049,Mustard,HD-2967,96.53,149.0
ARR0021338,2026/03/25,MANDI022,Wheat,PBW-343,352.84,67.0
ARR0008120,2026-01-31,MANDI053,Maize,HD-2967,276.43,54.0
ARR0009627,19.04.2026,MANDI031,Mustard,,292.99,
ARR0017746,25-Jul-2026,MANDI048,Sugarcane,Local,128.15,114.0
ARR0015566,28/08/2026,MANDI053,Wheat,Local,335.03,14.0
ARR0002617,11.01.2026,MANDI048,Cotton,Hybrid,174.29,120.0
ARR0000468,22-Apr-2026,MANDI056,Wheat,Local,72.14,49.0
ARR0016229,20-Apr-2026,MANDI029,Rice,PBW-343,213.13,97.0
ARR0019856,04-Aug-2026,MANDI013,Maize,Hybrid,92.72,74.0
ARR0014818,02-16-2026,MANDI052,Sugarcane,Pusa-1121,429.27,7.0
ARR0020097,01-11-2026,MANDI017,Sugarcane,Pusa-1121,306.72,62.0
ARR0011618,17.02.2026,MANDI029,Wheat,Hybrid,136.76,52.0
ARR0021654,2026/02/08,MANDI002,Sugarcane,Premium,,117.0
ARR0023503,2026-07-02,MANDI027,Maize,Hybrid,,109.0
ARR0014727,28.04.2026,MANDI029,Wheat,Premium,356.88,42.0
ARR0009265,13/08/2026,MANDI052,Mustard,Premium,453.4,141.0
ARR0003161,2026-08-28,MANDI046,Rice,,39.51,
ARR0020379,22-Jan-2026,MANDI007,Wheat,Hybrid,250.96,111.0
ARR0015677,12-Jan-2026,MANDI055,Rice,HD-2967,,85.0
ARR0013647,20/04/2026,MANDI040,Mustard,HD-2967,104.59,116.0
ARR0000432,26.06.2026,MANDI011,Sugarcane,,186.49,79.0
ARR0013443,09/05/2026,MANDI010,Mustard,,228.23,93.0
ARR0019356,2026-06-03,MANDI030,Cotton,PBW-343,,99.0
ARR0022901,10-Jun-2026,MANDI031,Maize,HD-2967,217.82,98.0
ARR0014062,2026-07-24,MANDI049,Cotton,Hybrid,456.19,38.0
ARR0000408,08-30-2026,MANDI047,Maize,PBW-343,16.73,144.0
ARR0020978,04/07/2026,MANDI034,Maize,Local,,63.0
ARR0019741,2026-03-17,MANDI033,Cotton,Pusa-1121,141.01000000000002,88.0
ARR0012390,15/01/2026,MANDI032,Sugarcane,,390.56,
ARR0016368,2026-03-29,MANDI024,Wheat,PBW-343,64.05,82.0
ARR0007305,21.03.2026,MANDI035,Maize,PBW-343,-1.3717,45.0
ARR0016604,07-13-2026,MANDI030,Rice,Pusa-1121,73.58,135.0
ARR0020500,2026-01-23,MANDI044,Sugarcane,Pusa-1121,229.5,
ARR0015706,21/06/2026,MANDI056,Mustard,Local,63.88,67.0
ARR0010595,2026-05-21,MANDI028,Mustard,Pusa-1121,,40.0
ARR0022410,09-07-2026,MANDI010,Cotton,Premium,320.82,13.0
ARR0014284,2026/08/15,MANDI036,Maize,PBW-343,297.0,124.0
ARR0000652,31.08.2026,MANDI027,Sugarcane,Local,-71.16,118.0
ARR0023734,2026-04-26,MANDI003,Wheat,Hybrid,56.14,141.0
ARR0015343,16.05.2026,MANDI045,Maize,PBW-343,486.12,137.0
ARR0000178,2026-02-09,MANDI013,Wheat,Local,101.82,88.0
ARR0000004,08.05.2026,MANDI041,Wheat,Local,483.78,71.0
ARR0008875,2026/04/02,MANDI012,Sugarcane,Premium,88.08,108.0
ARR0022856,21-Jun-2026,MANDI028,Rice,Local,96.35,
ARR0019508,16/04/2026,MANDI045,Wheat,Premium,352.77,
ARR0016996,18.06.2026,MANDI007,Maize,Pusa-1121,24.17,85.0
ARR0008816,2026/01/08,MANDI053,Sugarcane,Local,,
ARR0000296,09-07-2026,MANDI016,Cotton,Premium,410.38,
ARR0018239,08-17-2026,MANDI029,Mustard,Local,428.85,62.0
ARR0010601,04-17-2026,MANDI025,Maize,Local,,116.0
ARR0023867,02.06.2026,MANDI032,Mustard,Pusa-1121,80.46,57.0
ARR0024745,2026-07-24,MANDI030,Maize,Pusa-1121,297.61,122.0
ARR0002393,05/01/2026,MANDI017,Maize,Hybrid,-95.82,92.0
ARR0008159,30.05.2026,MANDI007,Cotton,Premium,198.3,
ARR0016444,02-Jul-2026,MANDI007,Mustard,,,148.0
ARR0017580,25-Aug-2026,MANDI051,Wheat,Local,30.53,
ARR0009565,02-15-2026,MANDI023,Maize,Pusa-1121,,27.0
ARR0021035,2026/02/16,MANDI033,Mustard,,,84.0
ARR0021773,24.06.2026,MANDI001,Mustard,Premium,112.23,55.0
ARR0005245,02.04.2026,MANDI005,Mustard,PBW-343,96.53,5.0
ARR0011062,09.08.2026,MANDI051,Rice,Pusa-1121,250.37,124.0
ARR0008944,2026/04/13,MANDI053,Maize,Local,394.18,5.0
ARR0022879,13/02/2026,MANDI041,Mustard,Pusa-1121,224.38,21.0
ARR0004915,19.01.2026,MANDI023,Cotton,Local,442.53,80.0
ARR0024933,24-Jun-2026,MANDI005,Maize,Hybrid,63.49,8.0
ARR0011989,2026-08-04,MANDI055,Wheat,PBW-343,254.2,9.0
ARR0009255,31/08/2026,MANDI014,Sugarcane,HD-2967,468.91,39.0
ARR0006903,06-09-2026,MANDI036,Mustard,PBW-343,136.49,117.0
ARR0010871,2026-01-04,MANDI042,Mustard,Hybrid,430.66,67.0
ARR0019436,2026/06/06,MANDI023,Cotton,Hybrid,424.35,58.0
ARR0009963,01/08/2026,MANDI055,Mustard,Hybrid,154.41,18.0
ARR0000043,21.03.2026,MANDI041,Sugarcane,Pusa-1121,74.2,146.0
ARR0017038,08/06/2026,MANDI010,Wheat,Hybrid,-498.05,119.0
ARR0020291,05-07-2026,MANDI029,Sugarcane,Hybrid,218.16,87.0
ARR0003571,05-Feb-2026,MANDI043,Rice,Local,243.8,120.0
ARR0013635,13.03.2026,MANDI001,Rice,Premium,92.95,79.0
ARR0017929,26-Apr-2026,MANDI037,Cotton,Hybrid,83.22,
ARR0004050,2026-01-24,MANDI023,Cotton,PBW-343,,11.0
ARR0007753,2026/05/24,MANDI036,Maize,Hybrid,371.92,80.0
ARR0000796,27-May-2026,MANDI050,Wheat,PBW-343,351.1,12.0
ARR0018193,17-Feb-2026,MANDI033,Cotton,Local,72.02,71.0
ARR0000397,09-Apr-2026,MANDI057,Cotton,Local,229.27,61.0
ARR0015341,07-19-2026,MANDI050,Mustard,Premium,125.58,80.0
ARR0005812,2026-05-15,MANDI004,Sugarcane,PBW-343,411.48,111.0
ARR0014144,2026/09/08,MANDI050,Wheat,,285.25,35.0
ARR0019303,2026-02-10,MANDI004,Maize,PBW-343,259.26,148.0
ARR0023377,13.05.2026,MANDI014,Maize,,153.68,57.0
ARR0024969,13-Feb-2026,MANDI057,Mustard,PBW-343,188.53,
ARR0006979,01.03.2026,MANDI054,Cotton,PBW-343,247.88,138.0
ARR0005389,19/02/2026,MANDI016,Mustard,Premium,,22.0
ARR0000421,06-20-2026,MANDI052,Sugarcane,Pusa-1121,250.07,85.0
ARR0018082,06-22-2026,MANDI023,Mustard,Pusa-1121,95.63,114.0
ARR0000317,07-28-2026,MANDI054,Wheat,,317.2,116.0
ARR0008058,05-28-2026,MANDI007,Sugarcane,Pusa-1121,304.59000000000003,136.0
ARR0012816,12/01/2026,MANDI043,Mustard,HD-2967,,141.0
ARR0018838,2026-03-09,MANDI027,Maize,Hybrid,237.41,45.0
ARR0024295,2026/03/18,MANDI047,Wheat,Pusa-1121,,54.0
ARR0012268,2026/07/04,MANDI054,Wheat,,63.36,21.0
ARR0013448,10/04/2026,MANDI007,Mustard,Local,318.57,132.0
ARR0010186,26/03/2026,MANDI040,Sugarcane,,,69.0
ARR0017156,06-02-2026,MANDI048,Mustard,Hybrid,,115.0
ARR0010092,08-27-2026,MANDI029,Rice,PBW-343,74.16,91.0
ARR0017817,08/01/2026,MANDI026,Wheat,Local,68.38,80.0
,26/01/2026,MANDI016,Rice,,-118.35,139.0
ARR0008281,07/06/2026,MANDI013,Mustard,Local,36.63,22.0
ARR0002641,28-Jan-2026,MANDI020,Cotton,Premium,189.25,92.0
ARR0024555,2026-05-18,MANDI007,Maize,HD-2967,348.2,72.0
ARR0012015,04/05/2026,MANDI053,Maize,Pusa-1121,388.58,
ARR0013438,2026-08-30,MANDI017,Wheat,Premium,393.28,130.0
ARR0023533,04-19-2026,MANDI007,Sugarcane,,280.13,
ARR0020907,03-19-2026,MANDI013,Cotton,,38.59,23.0
ARR0012546,13/04/2026,MANDI036,Sugarcane,Premium,,124.0
ARR0000088,2026/02/28,MANDI046,Cotton,Local,,117.0
ARR0012366,24/03/2026,MANDI037,Rice,Pusa-1121,,86.0
ARR0011177,01/08/2026,MANDI029,Wheat,Premium,-3.137,103.0
ARR0020764,20-May-2026,MANDI001,Rice,Pusa-1121,415.0,60.0
ARR0023587,18/05/2026,MANDI051,Rice,HD-2967,75.01,
ARR0006062,2026-04-14,MANDI049,Sugarcane,HD-2967,179.96,148.0
ARR0022909,06-04-2026,MANDI027,Rice,,-299.58,135.0
ARR0006309,21.05.2026,MANDI015,Mustard,Premium,383.37,108.0
ARR0020146,22/05/2026,MANDI022,Maize,,458.75,66.0
ARR0013487,01-Feb-2026,MANDI030,Wheat,Premium,265.86,147.0
ARR0017744,14.02.2026,MANDI029,Maize,Premium,136.16,23.0
ARR0020391,02-Apr-2026,MANDI019,Wheat,Local,318.36,89.0
ARR0018652,22-Mar-2026,MANDI057,Mustard,Pusa-1121,163.14,
ARR0008901,14-Feb-2026,MANDI043,Rice,Pusa-1121,128.35000000000002,143.0
ARR0010072,20.04.2026,MANDI037,Mustard,Hybrid,206.94,35.0
,23/08/2026,MANDI054,Rice,,487.55,76.0
ARR0010803,12.03.2026,MANDI041,Mustard,Hybrid,434.72,49.0
ARR0022265,04/08/2026,MANDI007,Rice,Local,295.65000000000003,121.0
ARR0019610,06/08/2026,MANDI011,Wheat,Hybrid,308.7,10.0
ARR0021520,2026-07-19,MANDI040,Maize,Local,479.58,97.0
ARR0007354,26/02/2026,MANDI029,Cotton,HD-2967,39.54,5.0
ARR0004242,10/08/2026,MANDI045,Mustard,Pusa-1121,419.63,39.0
ARR0002484,26/02/2026,MANDI051,Maize,,350.1,123.0
ARR0023993,13/07/2026,MANDI008,Wheat,Pusa-1121,,7.0
ARR0024992,2026-03-08,MANDI011,Rice,Hybrid,320.18,63.0
ARR0000648,05-06-2026,MANDI031,Cotton,Local,144.28,112.0
ARR0009623,2026/04/20,MANDI009,Wheat,Premium,,
ARR0005478,12-Feb-2026,MANDI030,Maize,Premium,267.6,100.0
ARR0024908,30/01/2026,MANDI019,Rice,Pusa-1121,114.45,30.0
ARR0015221,13-Jun-2026,MANDI031,Maize,PBW-343,335.05,
ARR0009935,2026-06-05,MANDI027,Wheat,Premium,232.86,125.0
